iter	Logloss
394	0.3487653809
395	0.3487037939
396	0.348656792
397	0.3485872021
398	0.3485247705
399	0.3484651514
400	0.3484192236
401	0.3483601416
402	0.3483222949
403	0.3482695312
404	0.3482378125
405	0.3481911621
406	0.3481216211
407	0.3480757715
408	0.3480150244
409	0.347957124
410	0.3479059033
411	0.3478431299
412	0.3477888965
413	0.347751792
414	0.3477097656
415	0.3476346924
416	0.3475727393
417	0.3475281299
418	0.3474704785
419	0.3474190674
420	0.3473731689
421	0.3473250244
422	0.3472727539
423	0.3471912402
424	0.3471547119
425	0.3470949023
426	0.34703854
427	0.3469845557
428	0.3469297607
429	0.3468824268
430	0.3468383252
431	0.3467789893
432	0.3467158398
433	0.3466567969
434	0.3465872803
435	0.3465400342
436	0.3464982275
437	0.3464520898
438	0.3463889795
439	0.3463170264
440	0.3462636035
441	0.3461985059
442	0.3461514307
443	0.3460847656
444	0.34603604
445	0.345991582
446	0.3459490576
447	0.3458727979
448	0.3458220898
449	0.3457771191
450	0.3457016357
451	0.3456521777
452	0.345590249
453	0.3455399609
454	0.3454726709
455	0.3454253125
456	0.3453868896
457	0.3453331104
458	0.3452739258
459	0.3452231104
460	0.3451651318
461	0.3450860596
462	0.3450248975
463	0.3449766797
464	0.3449121729
465	0.34484771
466	0.3447992285
467	0.3447571094
468	0.3447133398
469	0.3446635352
470	0.3446103955
471	0.3445474707
472	0.3445014453
473	0.34442854
474	0.3443800146
475	0.3443117432
476	0.3442513086
477	0.3441902637
478	0.3441448486
479	0.3440839697
480	0.3440219092
481	0.3439833301
482	0.3439065869
483	0.3438527539
484	0.3438217871
485	0.3437725586
486	0.3437237598
487	0.3436624414
488	0.3436169629
489	0.3435793848
490	0.343525708
491	0.3434834912
492	0.3434287109
493	0.3433624805
494	0.343312793
495	0.3432563525
496	0.3432146924
497	0.3431585449
498	0.3431053467
499	0.3430644092
500	0.3429950391
501	0.3429556641
502	0.3429031152
503	0.3428401367
504	0.342782876
505	0.3427285596
506	0.3426711084
507	0.342626792
508	0.3425876611
509	0.3425304932
510	0.3424644238
511	0.3424179492
512	0.3423504004
513	0.3423103662
514	0.3422626514
515	0.3422162402
516	0.3421524609
517	0.3420974707
518	0.3420428516
519	0.3419895215
520	0.3419333057
521	0.3418711572
522	0.3418107178
523	0.3417573877
524	0.3417184375
525	0.3416793311
526	0.3416360303
527	0.3415827197
528	0.3415431885
529	0.3414949658
530	0.3414579883
531	0.3414170459
532	0.3413583398
533	0.3413020947
534	0.3412486523
535	0.3412079883
536	0.3411660986
537	0.3411227686
538	0.3410721289
539	0.3410317627
540	0.3409928711
541	0.3409405078
542	0.3408840967
543	0.3408371094
544	0.3407962695
545	0.3407433545
546	0.3406954199
547	0.3406393213
548	0.3406006152
549	0.3405521729
550	0.3405033936
551	0.3404595313
552	0.3404171582
553	0.3403704297
554	0.3403295703
555	0.340297207
556	0.340255835
557	0.3402054785
558	0.3401658545
559	0.3401216064
560	0.3400721973
561	0.3400076855
562	0.3399650146
563	0.3399252637
564	0.3398612256
565	0.3398038477
566	0.3397721484
567	0.339732876
568	0.3396946631
569	0.3396525098
570	0.3396220654
571	0.3395752637
572	0.3395273486
573	0.3394820654
574	0.3394418701
575	0.339401543
576	0.3393682471
577	0.3393089551
578	0.3392634619
579	0.3392308838
580	0.339197583
581	0.3391498438
582	0.3391061816
583	0.3390730566
584	0.3390402148
585	0.3389919092
586	0.3389433105
587	0.3389086035
588	0.3388664258
589	0.3388199072
590	0.3387652588
591	0.3387252051
592	0.3386714941
593	0.3386412207
594	0.3385837061
595	0.3385459424
596	0.3385099902
597	0.3384587109
598	0.3384134326
599	0.3383692041
600	0.3383255811
601	0.3382949072
602	0.3382644824
603	0.3382253809
604	0.3381781982
605	0.3381275977
606	0.3380671143
607	0.338002417
608	0.3379578418
609	0.3379145654
610	0.3378702295
611	0.3378350195
612	0.3377856836
613	0.3377353027
614	0.3376886328
615	0.3376330225
616	0.3375818506
617	0.3375374316
618	0.3374986621
619	0.3374587939
620	0.3374095117
621	0.3373585156
622	0.3373257861
623	0.337297334
624	0.3372507764
625	0.3372187598
626	0.3371665039
627	0.3371282324
628	0.3370898096
629	0.3370473535
630	0.3369995312
631	0.336949502
632	0.3369142334
633	0.3368654395
634	0.3368124805
635	0.3367547559
636	0.3367284326
637	0.3366904248
638	0.3366550732
639	0.3366106348
640	0.3365713281
641	0.3365393506
642	0.3364982324
643	0.3364674072
644	0.3364388135
645	0.336379043
646	0.3363379834
647	0.3362866699
648	0.3362479443
649	0.3362073975
650	0.3361666064
651	0.3361345996
652	0.3360899951
653	0.3360415967
654	0.3360015918
655	0.3359570117
656	0.3359218115
657	0.3358825342
658	0.3358373486
659	0.3358002881
660	0.3357601953
661	0.3357058447
662	0.3356688232
663	0.3356156396
664	0.3355567529
665	0.335511377
666	0.3354872705
667	0.3354499023
668	0.3354112842
669	0.3353677783
670	0.3353240527
671	0.335277627
672	0.3352368848
673	0.3351893604
674	0.3351582129
675	0.3351148633
676	0.3350646631
677	0.3350279639
678	0.3349886084
679	0.3349401709
680	0.334908916
681	0.3348734717
682	0.3348219775
683	0.3347875195
684	0.3347430322
685	0.3347039746
686	0.334654707
687	0.3346104199
688	0.3345594287
689	0.3345248975
690	0.3344871289
691	0.3344498779
692	0.3344106982
693	0.3343725537
694	0.3343324463
695	0.3342933057
696	0.3342630566
697	0.3342091504
698	0.3341428564
699	0.3341097412
700	0.3340658545
701	0.3340336963
702	0.3339932275
703	0.3339668652
704	0.3339294238
705	0.3338900537
706	0.3338501611
707	0.333826084
708	0.3337885352
709	0.3337626221
710	0.3337354346
711	0.3337044775
712	0.3336723535
713	0.3336334473
714	0.333598208
715	0.3335458008
716	0.3335042188
717	0.3334733887
718	0.3334263965
719	0.3333982324
720	0.3333586914
721	0.3333182861
722	0.3332719775
723	0.3332441553
724	0.3332083301
725	0.3331712598
726	0.333126748
727	0.3330868506
728	0.3330435449
729	0.332994082
730	0.3329391846
731	0.3329080688
732	0.3328794922
733	0.3328362695
734	0.3327923975
735	0.3327644946
736	0.3327194019
737	0.3326698389
738	0.3326290918
739	0.3325945923
740	0.3325696143
741	0.3325286914
742	0.3324826099
743	0.3324535156
744	0.3324131006
745	0.3323831836
746	0.3323431299
747	0.3323113184
748	0.3322709229
749	0.3322288208
750	0.3321971094
751	0.3321765186
752	0.3321261133
753	0.3320897046
754	0.3320510645
755	0.3320128906
756	0.3319766113
757	0.3319428125
758	0.3318982422
759	0.3318642529
760	0.3318307422
761	0.3318013477
762	0.3317678906
763	0.3317348877
764	0.33170323
765	0.3316711548
766	0.3316370752
767	0.3316049463
768	0.3315704395
769	0.3315352148
770	0.3315073584
771	0.3314801855
772	0.3314296582
773	0.3313905176
774	0.3313532764
775	0.3312988232
776	0.3312583765
777	0.3312197925
778	0.331190249
779	0.3311532056
780	0.3311228198
781	0.3310984937
782	0.3310643506
783	0.3310307837
784	0.3309998975
785	0.3309763135
786	0.3309427197
787	0.3309086499
788	0.3308632471
789	0.3308071558
790	0.3307731738
791	0.3307394653
792	0.3307032593
793	0.330659187
794	0.3306183911
795	0.3305774536
796	0.3305434204
797	0.3305088672
798	0.3304698779
799	0.3304137695
800	0.3303650269
801	0.3303294043
802	0.3302952734
803	0.3302564868
804	0.3302302148
805	0.3302003906
806	0.3301648975
807	0.3301181738
808	0.3300704956
809	0.3300337598
810	0.3299975537
811	0.3299705615
812	0.3299163745
813	0.3298905054
814	0.3298573828
815	0.3298333008
816	0.3297822388
817	0.3297491479
818	0.3297116602
819	0.329679895
820	0.3296497803
821	0.3296113452
822	0.3295680762
823	0.3295354834
824	0.3294988843
825	0.329461604
826	0.329422666
827	0.3293790405
828	0.3293460791
829	0.3293105078
830	0.3292766138
831	0.3292315161
832	0.3291952612
833	0.3291640112
834	0.329124165
835	0.3290789478
836	0.3290247192
837	0.3289867212
838	0.3289482178
839	0.3289207764
840	0.3288845703
841	0.3288458081
842	0.3288215405
843	0.3287833813
844	0.3287542822
845	0.328711665
846	0.3286826318
847	0.3286364136
848	0.3285934155
849	0.3285502344
850	0.3285112769
851	0.3284767017
852	0.3284376392
853	0.3284079492
854	0.3283856958
855	0.3283486279
856	0.3283220215
857	0.3282796924
858	0.3282466699
859	0.328227417
860	0.3281905127
861	0.3281499927
862	0.328108999
863	0.3280777686
864	0.3280403809
865	0.3280122046
866	0.3279752539
867	0.3279395605
868	0.3279002832
869	0.3278669702
870	0.3278155786
871	0.327782561
872	0.3277425732
873	0.3277022168
874	0.3276765796
875	0.3276395386
876	0.327596189
877	0.3275577197
878	0.3275197852
879	0.3274847974
880	0.3274381909
881	0.3274107861
882	0.3273728369
883	0.327340542
884	0.32730396
885	0.3272665503
886	0.327237793
887	0.327199231
888	0.3271722949
889	0.3271414941
890	0.3270978027
891	0.3270609668
892	0.3270289087
893	0.3269789941
894	0.3269501489
895	0.3269153003
896	0.326875144
897	0.3268347974
898	0.3267992285
899	0.3267741577
900	0.3267365405
901	0.3267108887
902	0.3266915356
903	0.326660354
904	0.3266249463
905	0.3265946655
906	0.3265640234
907	0.3265319214
908	0.3264928662
909	0.3264659888
910	0.3264243579
911	0.3263962036
912	0.3263530469
913	0.3263159741
914	0.3262816528
915	0.3262443213
916	0.3262088745
917	0.3261705957
918	0.3261438721
919	0.3261016699
920	0.3260735547
921	0.3260281494
922	0.3259970361
923	0.3259645581
924	0.3259336377
925	0.3259047852
926	0.3258637207
927	0.3258226953
928	0.3257816235
929	0.3257417017
930	0.3257022266
931	0.3256785498
932	0.3256410547
933	0.3256059814
934	0.3255793384
935	0.3255301245
936	0.3254939526
937	0.3254718774
938	0.3254379297
939	0.3253931055
940	0.3253671924
941	0.3253288428
942	0.3253023755
943	0.3252768286
944	0.3252488062
945	0.3252139771
946	0.3251732593
947	0.3251424487
948	0.3251166724
949	0.3250913428
950	0.3250555396
951	0.3250221216
952	0.3249714429
953	0.3249486426
954	0.3249100488
955	0.3248841211
956	0.3248418311
957	0.3247942627
958	0.3247683984
959	0.3247399414
960	0.3247030688
961	0.3246688501
962	0.3246339087
963	0.324592356
964	0.3245394165
965	0.3245019434
966	0.3244628979
967	0.3244259058
968	0.3243987549
969	0.3243726709
970	0.3243477026
971	0.3243078418
972	0.32427927
973	0.3242459155
974	0.3242110913
975	0.3241730957
976	0.3241366528
977	0.3240904517
978	0.3240576636
979	0.3240341797
980	0.3240020728
981	0.3239693872
982	0.3239429199
983	0.3239136597
984	0.3238849878
985	0.3238513232
986	0.3238267334
987	0.3238042725
988	0.3237782349
989	0.3237543823
990	0.3237105518
991	0.3236546265
992	0.3236231812
993	0.3235902148
994	0.3235500073
995	0.3235226123
996	0.3234871216
997	0.3234440112
998	0.3234017969
999	0.3233612622
